Reads 100 times per second during 10 seconds (10000 readings)
1. Rotate on X axis, first go down and then go up, finish at the original position
2. Rotate on Y axis, first go left and then go right, finish at the original position
3. Rotate on Z axis, first turn it like it was to touch your right shoulder, then do the
	same for the left shoulder, finish at the original position

%BEGIN%
x = 0.0185667, y = -0.958316, z = -0.281407, w = -0.0457776
x = 0.0591291, y = 0.204386, z = 0.116514, w = 0.970131
x = -0.0663187, y = 0.157022, z = -0.00790056, w = -0.985334
x = -0.0230583, y = -0.854652, z = -0.287735, w = -0.431562
x = -0.0454582, y = 0.794626, z = 0.212869, w = -0.566737
x = -0.00445333, y = 0.931491, z = 0.294789, w = 0.213081
x = -0.0642876, y = 0.147047, z = -0.00885668, w = -0.986998
x = 0.028402, y = 0.624111, z = 0.20657, w = 0.752999
x = 0.0276411, y = 0.647084, z = 0.18097, w = 0.740114
x = 0.0658026, y = -0.0569855, z = 0.011228, w = 0.996141
x = 0.0650452, y = 0.721589, z = 0.134794, w = 0.675951
x = 0.0222888, y = 0.973491, z = 0.147517, w = -0.173368
x = 0.0825797, y = 0.113464, z = 0.00578724, w = 0.990087
x = -0.0583286, y = -0.886611, z = -0.0646345, w = -0.454248
x = -0.100399, y = -0.691634, z = -0.00981271, w = -0.715168
x = -0.0934024, y = -0.986958, z = -0.00755235, w = 0.130891
x = 0.21166, y = 0.453442, z = -0.0948852, w = 0.860574
x = 0.168009, y = -0.0339274, z = -0.0895322, w = 0.981125
x = -0.253431, y = -0.180321, z = 0.11238, w = -0.943731
x = -0.127623, y = -0.775752, z = 0.0178699, w = 0.617739
x = 0.289385, y = 0.616101, z = -0.100294, w = 0.725684
x = -0.205085, y = -0.596236, z = 0.0649949, w = -0.773446
x = -0.0699702, y = -0.972332, z = 0.00636082, w = 0.222786
x = -0.0634938, y = 0.0504696, z = 0.0499623, w = -0.995452
x = 0.0390943, y = 0.947408, z = -0.0307958, w = 0.316136
x = -0.0145998, y = -0.996425, z = 0.0321754, w = -0.0767362
x = -0.0192898, y = -0.595558, z = 0.0798429, w = -0.799102
x = -0.0538394, y = 0.973314, z = -0.0350081, w = -0.220309
x = 0.0791337, y = -0.796955, z = 0.085931, w = -0.592635
x = -0.0529565, y = 0.609299, z = 0.0247357, w = -0.790783
x = -0.00398261, y = -0.188665, z = -0.0632988, w = 0.979991
x = -0.0744877, y = 0.85742, z = -0.0158292, w = -0.508951
x = 0.0369798, y = -0.961269, z = 0.084847, w = -0.259605
x = -0.0341783, y = -0.601876, z = 0.101061, w = -0.791432
x = 0.0493572, y = 0.727027, z = -0.0975228, w = 0.677853
x = -0.00500848, y = 0.990948, z = -0.0399393, w = -0.128066
x = -0.0127329, y = 0.836053, z = -0.083025, w = 0.542181
x = -0.0663594, y = 0.927102, z = -0.0207556, w = -0.368304
x = -0.0138794, y = -0.0754412, z = -0.0731386, w = 0.994367
x = 0.0212276, y = 0.0846219, z = 0.0770769, w = -0.993201
x = -0.0996781, y = 0.992891, z = -0.0264974, w = -0.0594083
x = 0.0995795, y = -0.902237, z = 0.000834733, w = 0.419585
x = 0.152788, y = -0.967638, z = 0.0160228, w = 0.200188
x = -0.105594, y = 0.820133, z = 0.0125249, w = -0.562205
x = -0.261778, y = 0.917659, z = -0.00548195, w = 0.298906
x = 0.293792, y = -0.79746, z = -0.0123787, w = -0.526868
x = 0.223378, y = -0.969195, z = -0.0381214, w = 0.0964855
x = -0.0520067, y = -0.158209, z = 0.0229689, w = 0.985768
x = -0.00482215, y = -0.0477442, z = -0.0631572, w = -0.996849
x = -0.0466715, y = -0.986067, z = -0.130456, w = -0.0920564
x = -0.155548, y = -0.338058, z = -0.107188, w = -0.921972
x = 0.141885, y = 0.69565, z = 0.0947637, w = 0.697825
x = -0.167094, y = -0.35415, z = -0.0365471, w = -0.919414
x = 0.217621, y = 0.345852, z = 0.0476035, w = 0.911461
x = -0.151508, y = 0.333744, z = -0.00716009, w = -0.930381
x = 0.180715, y = 0.977583, z = 0.0841296, w = 0.0677945
x = -0.12244, y = -0.976498, z = -0.0733168, w = 0.161511
x = -0.186722, y = 0.0646568, z = -0.0253434, w = -0.979955
x = 0.137707, y = 0.938515, z = 0.0502125, w = 0.312579
x = -0.043666, y = 0.728991, z = 0.0261486, w = -0.682629
x = 0.0687021, y = 0.871801, z = 0.0359134, w = 0.483688
x = -0.146385, y = -0.16266, z = -0.00887112, w = -0.975722
x = 0.0414157, y = -0.724759, z = -0.0266051, w = 0.687242
x = -0.328492, y = -0.756246, z = -0.0792089, w = -0.560277
x = 0.104068, y = 0.895244, z = 0.0690595, w = -0.427713
x = -0.342222, y = -0.875196, z = -0.148613, w = -0.307944
x = -0.262111, y = -0.896298, z = -0.111635, w = -0.339831
x = -0.141176, y = -0.974571, z = -0.085254, w = 0.151698
x = -0.147061, y = 0.464578, z = -0.00377508, w = -0.873228
x = 0.361458, y = 0.431118, z = 0.0169927, w = 0.826557
x = -0.148627, y = -0.986332, z = 0.0493897, w = 0.0511877
x = -0.114401, y = -0.0270243, z = 0.203924, w = -0.971904
x = -0.0281244, y = 0.68134, z = -0.314687, w = 0.660271
x = -0.0221582, y = 0.977599, z = -0.163457, w = -0.130736
x = 0.162377, y = 0.712003, z = -0.207592, w = 0.650838
x = -0.100126, y = -0.911555, z = 0.0141003, w = 0.398551
x = 0.293728, y = -0.290611, z = 0.00580348, w = 0.910624
x = -0.0749864, y = 0.677359, z = 0.0153332, w = -0.73166
x = -0.223069, y = 0.393671, z = -0.0664467, w = -0.889296
x = -0.288079, y = -0.00864298, z = -0.290489, w = -0.912443
x = -0.173414, y = -0.571527, z = -0.721704, w = -0.349896
x = 0.0517681, y = -0.524522, z = -0.810766, w = 0.254665
x = -0.23012, y = -0.505279, z = 0.821327, w = -0.130995
x = 0.106457, y = 0.905774, z = -0.288268, w = 0.29179
x = -0.00575716, y = 0.130186, z = 0.147308, w = -0.980469
x = -0.0325509, y = 0.593859, z = 0.0452779, w = -0.802634
x = -0.0574297, y = -0.930089, z = 0.042078, w = -0.36037
x = 0.184197, y = 0.022333, z = -0.0319294, w = 0.982117
x = 0.396569, y = 0.781032, z = 0.0396361, w = 0.480782
x = 0.399682, y = 0.91008, z = 0.0383634, w = 0.10265
x = -0.069533, y = -0.827463, z = -0.012923, w = 0.557048
x = 0.0714354, y = -0.674158, z = -0.0380907, w = 0.734137
x = -0.316028, y = 0.0517318, z = 0.13021, w = -0.938347
x = -0.339206, y = -0.413833, z = 0.171728, w = -0.827158
x = -0.271359, y = -0.777121, z = 0.178876, w = -0.538935
x = 0.206037, y = 0.55518, z = -0.169709, w = 0.787733
x = -0.105984, y = 0.0166113, z = 0.104179, w = -0.988756
x = -0.030585, y = 0.805002, z = -0.0359327, w = 0.591393
x = -0.131576, y = 0.957027, z = 0.0370972, w = 0.255755
x = -0.0759639, y = 0.825585, z = 0.0474022, w = -0.557128
x = 0.0791732, y = -0.989947, z = -0.113423, w = 0.0295254
x = -0.0498011, y = 0.622305, z = 0.0189202, w = -0.78096
x = -0.0479412, y = 0.687505, z = 0.0302247, w = -0.723965
x = -0.0541387, y = -0.986826, z = -0.115889, w = 0.0990576
x = 0.125432, y = 0.853303, z = 0.148253, w = 0.483903
x = -0.106004, y = -0.79559, z = -0.113309, w = -0.585628
x = 0.0653133, y = -0.557474, z = -0.0137175, w = 0.827508
x = 0.00158569, y = 0.912551, z = 0.0523474, w = -0.405595
x = 0.0129345, y = 0.911186, z = 0.0446142, w = -0.409368
x = -0.195932, y = -0.409286, z = -0.0373759, w = -0.890336
x = -0.21334, y = -0.927693, z = -0.0592787, w = -0.300595
x = -0.282648, y = -0.549882, z = -0.0213845, w = -0.785673
x = -0.0870832, y = 0.539984, z = 0.0233176, w = -0.836833
x = 0.00491886, y = 0.825747, z = 0.00937575, w = -0.563941
x = -0.052095, y = -0.973596, z = 0.00996385, w = 0.222029
x = -0.0376425, y = -0.99708, z = 0.0109686, w = 0.0655365
x = -0.099737, y = -0.261693, z = 0.0341269, w = -0.959377
x = -0.0800178, y = 0.471933, z = 0.0250639, w = -0.877638
x = 0.0375519, y = -0.769918, z = -0.0220532, w = 0.636655
x = 0.165137, y = 0.752472, z = 0.00598031, w = 0.637558
x = 0.183673, y = 0.828777, z = 0.010987, w = 0.528461
x = -0.1905, y = -0.339872, z = 0.007795, w = -0.920943
x = -0.0908062, y = 0.464139, z = 0.022427, w = -0.88081
x = -0.195953, y = -0.611759, z = -0.00481087, w = -0.766375
x = 0.170126, y = 0.275979, z = -0.0275074, w = 0.945588
x = 0.118961, y = 0.911006, z = -0.0304967, w = 0.393684
x = 0.122884, y = -0.0998745, z = -0.030075, w = 0.986925
x = -0.0629416, y = -0.883358, z = 0.0045583, w = -0.46443
x = 0.0689344, y = 0.537781, z = -0.00011881, w = 0.840262
x = -0.0485357, y = -0.420435, z = -0.00462269, w = -0.906012
x = -0.105553, y = 0.898527, z = 0.0436724, w = -0.423793
x = -0.105287, y = 0.960937, z = 0.0585473, w = -0.249174
x = -0.108911, y = 0.657155, z = 0.0502477, w = -0.744151
x = 0.0564985, y = -0.990367, z = -0.101951, w = -0.0747511
x = 0.0938345, y = -0.228952, z = -0.0107558, w = 0.968845
x = -0.099959, y = -0.263054, z = -0.0426759, w = -0.95864
x = -0.0755764, y = -0.973304, z = -0.0906018, w = -0.196871
x = -0.111398, y = -0.850269, z = -0.0691956, w = -0.50975
x = -0.110231, y = -0.0362705, z = -0.00987453, w = -0.993195
x = 0.0346665, y = -0.949648, z = -0.0707123, w = 0.303261
x = 0.101189, y = -0.368056, z = -0.0231168, w = 0.923992
x = -0.0986372, y = 0.69377, z = 0.0563933, w = -0.711178
x = 0.102996, y = -0.636341, z = -0.05312, w = 0.762653
x = 0.0923489, y = -0.00515394, z = 0.00941156, w = 0.995669
x = -0.123625, y = 0.712932, z = 0.067517, w = -0.686939
x = -0.00594555, y = -0.651204, z = -0.0816698, w = -0.754472
x = 0.13194, y = -0.760408, z = -0.0802602, w = 0.630816
x = 0.0643962, y = -0.96575, z = -0.104538, w = -0.228585
x = -0.0919393, y = 0.035822, z = -0.00797371, w = -0.995088
x = -0.0277392, y = 0.961282, z = 0.0567419, w = 0.268229
x = 0.0393591, y = 0.635261, z = 0.0331042, w = 0.770584
x = 0.00194538, y = 0.864817, z = 0.0407914, w = 0.500423
x = 0.0347236, y = 0.648817, z = 0.0445834, w = 0.758843
x = 0.0251937, y = -0.95442, z = -0.0774135, w = -0.287151
x = -0.0220866, y = 0.917755, z = 0.0928878, w = 0.385498
x = -0.0635608, y = -0.342391, z = -0.0432044, w = -0.936409
x = 0.0584678, y = -0.99051, z = -0.120824, w = -0.0295529
x = -0.00393011, y = 0.831079, z = 0.101264, w = 0.546844
x = 0.0291403, y = 0.606846, z = 0.0725011, w = 0.790969
x = -0.107303, y = 0.958472, z = 0.095473, w = -0.24638
x = -0.13994, y = 0.720733, z = 0.0576169, w = -0.676492
x = 0.157882, y = -0.635137, z = -0.0539072, w = 0.754167
x = -0.151945, y = 0.36051, z = 0.0392564, w = -0.919459
x = -0.00503602, y = 0.653947, z = 0.0817321, w = 0.752095
x = 0.138031, y = -0.54581, z = -0.0658084, w = 0.823837
x = 0.0876997, y = -0.985578, z = -0.114552, w = 0.0884416
x = 0.0993349, y = -0.919204, z = -0.0998998, w = 0.367719
x = 0.114929, y = -0.838063, z = -0.089006, w = 0.525851
x = -0.00240062, y = 0.766693, z = 0.0823062, w = 0.636712
x = 0.0887264, y = -0.15031, z = 0.00134465, w = 0.984649
x = -0.0688675, y = 0.599126, z = 0.0307496, w = -0.797095
x = -0.0167475, y = 0.926103, z = 0.0583507, w = -0.372355
x = 0.0454996, y = 0.179389, z = 0.0338457, w = 0.982142
x = -0.0152192, y = 0.273708, z = -0.0019885, w = -0.96169
x = -0.0036946, y = -0.447345, z = -0.00979788, w = 0.8943
x = -0.0205229, y = 0.218789, z = -0.00832227, w = -0.975521
x = 0.0560943, y = -0.143332, z = 0.012848, w = 0.988
x = 0.102841, y = -0.103291, z = 0.0132546, w = 0.989232
x = -0.0217715, y = 0.831452, z = 0.0783402, w = 0.549614
x = -0.0656585, y = 0.960423, z = 0.0912612, w = 0.25485
x = 0.0577206, y = -0.993767, z = -0.0945897, w = -0.0121791
x = 0.0344357, y = -0.939814, z = -0.075639, w = 0.331425
x = 0.0323992, y = 0.920968, z = 0.0785087, w = 0.38027
x = 0.0227983, y = 0.0818847, z = 0.0254261, w = 0.996057
x = 0.073049, y = 0.968622, z = 0.0751093, w = -0.225375
x = -0.0499049, y = -0.629332, z = -0.0640565, w = -0.772883
x = 0.02233, y = 0.329985, z = 0.03906, w = 0.942913
x = -0.0105962, y = -0.100835, z = 0.00365109, w = 0.99484
x = -0.0284843, y = -0.434755, z = -0.0219425, w = 0.899831
x = 0.0576087, y = 0.822437, z = 0.0739358, w = 0.561082
x = 0.0256094, y = 0.186682, z = 0.0394505, w = 0.981294
x = -0.0559601, y = -0.95861, z = -0.0596597, w = 0.27272
x = 0.0679503, y = 0.974209, z = 0.077558, w = -0.200712
x = -0.00222324, y = -0.105146, z = -0.014313, w = -0.994351
x = -0.118664, y = -0.975247, z = -0.106899, w = 0.152923
x = -0.0116304, y = 0.305055, z = 0.025837, w = 0.951913
x = -0.180213, y = -0.916938, z = -0.102582, w = 0.340918
x = -0.00189687, y = -0.45135, z = -0.0472382, w = -0.891094
x = 0.170585, y = 0.978418, z = 0.0871027, w = 0.0775403
x = -0.105421, y = -0.234366, z = -0.00444808, w = 0.966405
x = -0.1326, y = -0.981829, z = -0.0789964, w = -0.110404
x = 0.121787, y = 0.970581, z = 0.0687155, w = -0.196008
x = 0.0721821, y = 0.821668, z = 0.0729862, w = -0.560646
x = 0.0218893, y = 0.882085, z = 0.110108, w = -0.457518
x = -0.0100271, y = 0.985547, z = 0.15944, w = -0.0563495
x = 0.0999925, y = 0.392007, z = 0.00627448, w = 0.91449
x = 0.122757, y = 0.349021, z = -0.0072158, w = 0.929012
x = -0.202613, y = 0.5695, z = 0.179289, w = -0.776191
x = -0.232225, y = 0.257258, z = 0.166758, w = -0.923083
x = 0.100171, y = -0.959404, z = -0.212283, w = -0.156352
x = -0.0355034, y = -0.784627, z = -0.0969762, w = -0.611307
x = -0.173363, y = 0.260096, z = 0.118138, w = -0.942517
x = 0.0100109, y = -0.905239, z = -0.122324, w = -0.406791
x = 0.0884572, y = 0.595852, z = 0.0474124, w = 0.796799
x = 0.131703, y = 0.367296, z = -0.0129364, w = 0.920641
x = -0.00922413, y = -0.86177, z = -0.121755, w = -0.492386
x = -0.155591, y = 0.428932, z = 0.192032, w = -0.868868
x = -0.0911692, y = 0.79282, z = 0.253425, w = -0.546718
x = 0.0801877, y = 0.131397, z = -0.105459, w = 0.982437
x = -0.0556106, y = -0.486289, z = -0.00350823, w = -0.872019
x = -0.0445163, y = -0.390382, z = 0.00698119, w = -0.91955
x = 0.0365432, y = 0.870746, z = 0.120324, w = 0.475381
x = -0.0486778, y = 0.588912, z = 0.196565, w = -0.782417
x = -0.0887395, y = 0.320068, z = 0.191033, w = -0.923682
x = 0.124437, y = -0.787965, z = -0.312159, w = 0.51593
x = -0.0573316, y = -0.74162, z = -0.0695217, w = -0.664741
x = 0.268884, y = 0.0528415, z = -0.268958, w = 0.923348
x = -0.392512, y = 0.602575, z = 0.444184, w = -0.534357
x = 0.153217, y = 0.655696, z = -0.0248031, w = 0.738899
x = 0.00250155, y = 0.822396, z = 0.140652, w = 0.551249
x = 0.27309, y = 0.0176882, z = -0.425557, w = 0.862561
x = -0.0676408, y = 0.708844, z = 0.54792, w = -0.439031
x = -0.10501, y = -0.917058, z = -0.29951, w = -0.241394
x = 0.00680898, y = 0.771197, z = 0.0752806, w = 0.632093
x = -0.131184, y = -0.832142, z = -0.260153, w = -0.47186
x = -0.061106, y = -0.806911, z = -0.146477, w = -0.56895
x = 0.593147, y = 0.594377, z = 0.415236, w = 0.349959
x = -0.312189, y = -0.655763, z = -0.193194, w = -0.659688
x = 0.743469, y = -0.243538, z = 0.232862, w = 0.577683
x = -0.188774, y = 0.96843, z = -0.0809535, w = 0.14126
x = -0.0504063, y = 0.258515, z = -0.427051, w = -0.865018
x = 0.0968168, y = 0.0850804, z = -0.39327, w = -0.910344
x = -0.104453, y = -0.333558, z = 0.334919, w = 0.875019
x = 0.00585253, y = -0.892273, z = 0.189828, w = 0.409609
x = -0.214857, y = 0.20246, z = -0.179694, w = -0.93838
x = -0.0324922, y = -0.796142, z = -0.105262, w = -0.594997
x = -0.410256, y = 0.906365, z = 0.100844, w = -0.00481564
x = 0.0480512, y = -0.852212, z = -0.113719, w = -0.508423
x = -0.499947, y = 0.14424, z = -0.00837494, w = -0.853919
x = 0.0506312, y = 0.772091, z = 0.106839, w = 0.624418
x = 0.208574, y = -0.552371, z = 0.112635, w = 0.799185
x = 0.121353, y = -0.26766, z = 0.139198, w = 0.945651
x = -0.00711191, y = 0.957041, z = 0.0741379, w = 0.280225
x = -0.0934589, y = -0.451688, z = -0.100744, w = -0.88153
x = 0.0955101, y = 0.500069, z = 0.0767561, w = 0.857273
x = -0.11261, y = 0.87706, z = 0.155859, w = -0.440219
x = -0.152057, y = 0.475165, z = 0.145645, w = -0.854333
x = 0.0629498, y = -0.977602, z = -0.189307, w = 0.0670464
x = -0.165165, y = 0.77381, z = 0.087008, w = -0.605283
x = -0.140163, y = -0.0800226, z = -0.012756, w = -0.986807
x = -0.150146, y = 0.778557, z = 0.130925, w = -0.595117
x = 0.199081, y = -0.310636, z = -0.042263, w = 0.928486
x = -0.169706, y = 0.899425, z = 0.124977, w = -0.382903
x = -0.172531, y = -0.234657, z = -0.015153, w = -0.956525
x = -0.0181931, y = -0.843212, z = -0.118501, w = -0.524042
x = 0.134102, y = -0.864982, z = -0.153588, w = 0.458512
x = 0.0295769, y = -0.981446, z = -0.155343, w = -0.108429
x = -0.0254986, y = -0.897114, z = -0.128333, w = -0.421981
x = -0.00711048, y = 0.95416, z = 0.145187, w = -0.261626
x = -0.0314825, y = -0.990162, z = -0.13577, w = -0.0124226
x = -0.0517025, y = -0.9903, z = -0.120007, w = -0.0472294
x = -0.0408488, y = -0.53012, z = -0.0790845, w = -0.843238
x = 0.00393098, y = 0.105448, z = 0.0450646, w = 0.993395
x = -0.0741797, y = -0.905428, z = -0.0794004, w = 0.410358
x = -0.0794543, y = -0.988241, z = -0.112242, w = -0.06684
x = -0.0680218, y = -0.886625, z = -0.0941632, w = 0.447664
x = 0.0681013, y = 0.955804, z = 0.115488, w = 0.261656
x = 0.0727503, y = 0.987758, z = 0.102636, w = -0.0922356
x = 0.0612621, y = 0.805436, z = 0.0618969, w = -0.58625
x = -0.0261208, y = -0.361011, z = -0.0676631, w = -0.929737
x = -0.0668052, y = -0.970591, z = -0.103285, w = -0.206936
x = -0.00920524, y = -0.00842619, z = -0.0462102, w = -0.998854
x = -0.0648808, y = -0.99129, z = -0.0547794, w = 0.100665
x = 0.0462664, y = 0.667045, z = -0.0501382, w = -0.741887
x = -0.0804034, y = -0.963972, z = -0.0319514, w = -0.251539
x = -0.00406142, y = 0.208701, z = 0.123993, w = 0.970079
x = 0.0775632, y = 0.341357, z = -0.13202, w = -0.927378
x = -0.0783868, y = -0.498752, z = 0.117826, w = 0.855113
x = -0.0849782, y = -0.99506, z = 0.00656288, w = 0.0509047
x = 0.0508767, y = 0.770871, z = 0.0793222, w = 0.629982
x = -0.0446913, y = -0.691103, z = -0.0901688, w = -0.715716
x = 0.0491453, y = 0.950077, z = 0.0101951, w = -0.307953
x = 0.0377328, y = 0.525737, z = -0.0510019, w = -0.848278
x = 0.0638276, y = 0.530372, z = -0.0479603, w = -0.843997
x = 0.0717481, y = 0.779544, z = 0.0912927, w = 0.615491
x = -0.00415069, y = -0.240819, z = -0.0935035, w = -0.966047
x = -0.0889783, y = -0.993583, z = -0.053498, w = -0.0448709
x = -0.0435826, y = -0.64783, z = -0.0956576, w = -0.754498
x = 0.00964673, y = 0.364497, z = -0.0591068, w = -0.929277
x = -0.0399002, y = -0.966309, z = -0.0655064, w = -0.245692
x = 0.0360722, y = 0.926455, z = 0.00947687, w = -0.374552
x = 0.0126765, y = 0.161632, z = -0.0775864, w = -0.983715
x = 0.0743075, y = 0.771782, z = 0.0911392, w = 0.62492
x = 0.135924, y = 0.94692, z = 0.0318221, w = -0.289577
x = 0.0925303, y = 0.77631, z = 0.101656, w = 0.61518
x = -0.0398721, y = -0.122303, z = 0.0603861, w = 0.989851
x = 0.108298, y = 0.959023, z = 0.113292, w = 0.236034
x = 0.0493215, y = 0.575904, z = 0.117286, w = 0.807556
x = 0.107439, y = 0.969909, z = 0.119539, w = -0.182875
x = 0.103887, y = 0.978473, z = 0.144095, w = 0.105046
x = -0.0942786, y = -0.918476, z = -0.146073, w = -0.355214
x = 0.082328, y = 0.881765, z = 0.134821, w = 0.444451
x = 0.0744723, y = 0.834871, z = 0.061269, w = -0.541932
x = 0.048427, y = 0.79742, z = 0.0536495, w = -0.599082
x = 0.01185, y = 0.951749, z = 0.132855, w = 0.276376
x = -0.0044676, y = -0.115176, z = -0.0722864, w = -0.990701
x = 0.0569122, y = -0.693245, z = -0.0437541, w = 0.717118
x = 0.0305732, y = -0.487432, z = -0.106485, w = -0.866104
x = 0.0784577, y = -0.898039, z = -0.103181, w = -0.420386
x = 0.0758064, y = -0.948724, z = -0.0232083, w = 0.306002
x = -0.00934466, y = -0.0595321, z = -0.0709426, w = -0.995658
x = 0.00694087, y = -0.253085, z = 0.0771952, w = 0.964334
x = -0.0104264, y = -0.395496, z = 0.0832637, w = 0.914626
x = -0.0333483, y = -0.448262, z = -0.0449495, w = -0.892148
x = -0.0325924, y = -0.428671, z = -0.0436077, w = -0.901819
x = -0.0489466, y = -0.798659, z = 0.00274316, w = -0.599783
x = -1.11639e-05, y = -0.0804005, z = 0.0799769, w = 0.993549
x = -0.048457, y = -0.604389, z = -0.0100474, w = -0.795151
x = -0.0703426, y = -0.711603, z = 0.0184385, w = -0.698809
x = -0.101228, y = -0.758157, z = 0.138411, w = 0.629121
x = 0.208833, y = 0.949353, z = -0.118297, w = 0.202789
x = 0.0437041, y = 0.115957, z = 0.0544737, w = 0.990796
x = 0.399755, y = 0.846404, z = -0.163796, w = 0.311396
x = -0.356781, y = -0.687374, z = 0.131615, w = -0.618791
x = -0.253094, y = -0.55915, z = 0.179488, w = 0.768816
x = 0.0137745, y = 0.0343196, z = 0.0725592, w = 0.996678
x = -0.0145115, y = 0.528713, z = -0.058752, w = -0.846641
x = 0.337726, y = -0.625879, z = -0.245369, w = -0.658794
x = 0.632487, y = -0.587648, z = -0.394246, w = 0.314961
x = -0.0164913, y = 0.0419919, z = -0.0643153, w = -0.996909
x = 0.67615, y = -0.284894, z = -0.672367, w = 0.0978701
x = 0.297563, y = -0.0811124, z = -0.512601, w = -0.801322
x = 0.393857, y = -0.126441, z = -0.855455, w = 0.311588
x = -0.287003, y = 0.0692301, z = 0.877934, w = -0.376919
x = 0.0688665, y = 0.0268668, z = -0.405773, w = -0.910979
x = 0.0835468, y = 0.0215922, z = -0.930245, w = 0.356648
x = 0.00474876, y = -0.0318834, z = 0.0433634, w = 0.998539
x = 0.0408268, y = -0.0957731, z = 0.7341, w = -0.671012
x = 0.0325591, y = -0.0767468, z = 0.304871, w = 0.948738
x = -0.130152, y = 0.169183, z = -0.89945, w = -0.38135
x = -0.128432, y = 0.144601, z = -0.790669, w = -0.580894
x = -0.155102, y = 0.143061, z = -0.977253, w = -0.0212758
x = 0.129713, y = -0.120661, z = 0.984096, w = -0.0130985
x = 0.0999616, y = -0.0837756, z = 0.987701, w = 0.086228
x = 0.0636323, y = -0.0465688, z = 0.802589, w = 0.591299
x = -0.0712693, y = 0.00117072, z = -0.955697, w = 0.28559
x = 0.022282, y = -0.0200659, z = 0.392635, w = 0.919205
x = 0.0442087, y = 0.00692156, z = 0.951497, w = 0.304386
x = 0.0290989, y = -0.00507218, z = 0.853814, w = 0.519739
x = -0.0092444, y = -0.0263659, z = -0.261032, w = 0.964926
x = 0.00595802, y = 0.0259256, z = -0.398606, w = -0.916737
x = -0.0306707, y = -0.00214462, z = 0.953805, w = -0.298849
x = 0.0619165, y = 0.0328865, z = -0.83396, w = -0.547354
x = 0.0883679, y = 0.0432061, z = -0.780698, w = -0.617118
x = 0.110206, y = 0.0616461, z = -0.835076, w = -0.535446
x = 0.0536902, y = 0.0535824, z = -0.28446, w = -0.955682
x = -0.0283024, y = 0.00103267, z = 0.387922, w = -0.921257
x = -0.0955033, y = -0.104477, z = 0.934627, w = 0.326245
x = 0.0589447, y = 0.0865581, z = -0.569837, w = -0.815058
x = 0.00244542, y = -0.0252816, z = -0.138837, w = 0.98999
x = 0.0027139, y = -0.0232874, z = 0.536741, w = -0.843421
x = 0.0545448, y = -0.0619387, z = 0.742686, w = -0.664534
x = -0.167351, y = 0.150916, z = -0.811237, w = -0.539549
x = 0.128787, y = -0.106456, z = 0.308646, w = 0.936386
x = -0.247261, y = 0.174051, z = -0.948013, w = 0.0991902
x = -0.235631, y = 0.174165, z = -0.921438, w = 0.255141
x = -0.0274948, y = 0.0116633, z = -0.36206, w = 0.931676
x = -0.145461, y = 0.11418, z = -0.327098, w = -0.926721
x = -0.175651, y = 0.10836, z = -0.854842, w = 0.476078
x = -0.215176, y = 0.124147, z = -0.816181, w = -0.521666
x = 0.0903195, y = -0.0520309, z = 0.234489, w = 0.966514
x = -0.148203, y = 0.0836384, z = -0.985414, w = 0.000682735
x = 0.0972316, y = -0.0730955, z = 0.943321, w = -0.308786
x = 0.0486661, y = -0.0463126, z = 0.704324, w = -0.706693
x = -0.019269, y = -0.0514273, z = 0.177867, w = 0.982521
x = -0.046164, y = -0.0559725, z = 0.253194, w = 0.964691
x = 0.082917, y = 0.047707, z = -0.216128, w = -0.971667
x = 0.0671347, y = 0.0688394, z = -0.885224, w = 0.455118
x = -0.177273, y = -0.0645942, z = 0.470819, w = 0.861819
x = 0.163609, y = 0.0590124, z = -0.408089, w = -0.896221
x = -0.159388, y = -0.0524604, z = 0.448869, w = 0.877701
x = 0.128395, y = 0.0589022, z = -0.987098, w = -0.0753834
x = -0.0642713, y = -0.0411975, z = 0.896477, w = -0.436465
x = -0.0231881, y = -0.0280328, z = 0.72878, w = -0.683781
x = 0.103009, y = -0.00771066, z = -0.248216, w = -0.963181
x = -0.117954, y = -0.0196471, z = 0.98915, w = 0.0853466
x = 0.0330074, y = 0.0254986, z = -0.776629, w = 0.628576
x = 0.00441263, y = 0.0247996, z = -0.635881, w = 0.771376
x = -0.0779795, y = 0.011058, z = 0.360943, w = 0.929256
x = -0.0424765, y = 0.00834162, z = 0.443465, w = 0.895246
x = 0.0292521, y = -0.00380758, z = -0.816263, w = -0.576927
x = -0.0182487, y = 0.0190449, z = 0.0787038, w = 0.996549
x = -0.0423409, y = 0.0244124, z = 0.267907, w = 0.962204
x = 0.0594748, y = -0.0272422, z = -0.194225, w = -0.978773
x = 0.0409648, y = -0.0261181, z = 0.168974, w = -0.984422
x = 0.0189567, y = -0.0212668, z = 0.438135, w = -0.898458
x = 0.0598487, y = 0.0167447, z = -0.364685, w = -0.929055
x = -0.0441223, y = -0.06992, z = 0.816416, w = 0.571515
x = 0.00267099, y = -0.122001, z = 0.638434, w = 0.759941
x = 0.0342407, y = -0.0892861, z = -0.168981, w = 0.980969
x = -0.0811859, y = 0.166441, z = 0.0173673, w = -0.98255
x = -0.157219, y = 0.282556, z = -0.492636, w = -0.807932
x = -0.136868, y = 0.172216, z = 0.0634551, w = -0.973439
x = 0.201638, y = -0.2299, z = 0.385697, w = 0.870474
x = 0.137578, y = -0.11667, z = -0.192647, w = 0.964545
x = 0.157025, y = -0.187176, z = 0.949415, w = -0.197279
